DA_ID,Median_Household_Income,latitude,longitude
35200480,91648,43.713161,-79.299159
35200481,97152,43.710682,-79.300611
35200482,61824,43.70946,-79.298565
35200483,54144,43.707254999999996,-79.299654
35200484,37419,43.707105,-79.296492
35200488,67072,43.703848,-79.29535200000001
35200489,43904,43.705442,-79.29396700000001
35200490,92928,43.705053,-79.291136
35200491,71168,43.707109,-79.291124
35200492,63616,43.704159999999995,-79.288257
35200493,78080,43.702577000000005,-79.28723000000001
35200494,78976,43.702946999999995,-79.291333
35200495,67584,43.700612,-79.289713
35200497,43392,43.700126000000004,-79.29825
35200498,56064,43.701094,-79.30082
35200499,55808,43.699056,-79.301288
35200505,58688,43.69376,-79.298648
35200506,93184,43.692042,-79.2988
35200510,74752,43.692633,-79.303085
35200511,85888,43.693294,-79.305501
35200512,91392,43.691627000000004,-79.307007
35200513,93440,43.693509000000006,-79.308359
35200514,95744,43.692261,-79.310967
35200515,98560,43.695736,-79.310211
35200516,92416,43.694247999999995,-79.313426
35200517,80811,43.695171,-79.315118
35200518,71424,43.695149,-79.318218
35200519,72960,43.692675,-79.31716
35200520,96512,43.692353000000004,-79.32079499999999
35200521,81835,43.694371000000004,-79.321434
35200522,89856,43.69348,-79.325469
35200523,99840,43.696864,-79.326363
35200524,67328,43.698294,-79.32234
35200525,113664,43.699534,-79.325506
35200529,108672,43.704223,-79.313036
35200531,77653,43.705455,-79.302797
35200532,84864,43.704463,-79.301164
35200533,112128,43.701547,-79.306725
35200534,101632,43.708425,-79.30689
35200535,51712,43.708486,-79.30174699999999
35200536,46490,43.70896,-79.30913100000001
35200538,59264,43.712478999999995,-79.324011
35200539,57920,43.712759999999996,-79.326453
35200540,66304,43.711915999999995,-79.328317
35200541,56192,43.710021999999995,-79.331722
35200542,69888,43.710559,-79.33022199999999
35200561,111744,43.697821000000005,-79.336359
35200562,75776,43.696275,-79.33181
35200563,84992,43.694313,-79.331713
35200564,85504,43.694506,-79.33613199999999
35200565,90112,43.691673,-79.334788
35200566,97536,43.692588,-79.339754
35200567,91904,43.689694,-79.339372
35200568,95680,43.689549,-79.335785
35200569,80640,43.687137,-79.337968
35200570,94891,43.687882,-79.334539
35200571,76800,43.686144,-79.33364499999999
35200572,104704,43.688509,-79.331601
35200573,115456,43.687399,-79.330138
35200574,69376,43.690377000000005,-79.331951
35200575,92928,43.691427000000004,-79.329202
35200576,105216,43.689221,-79.324513
35200577,109824,43.687475,-79.327264
35200578,130304,43.686017,-79.32665899999999
35200579,82048,43.684272,-79.325938
35200580,136704,43.684969,-79.329599
35200581,89344,43.683121,-79.328848
35200582,87040,43.683621,-79.331906
35200583,47872,43.681315999999995,-79.329286
35200584,94464,43.679333,-79.32989
35200585,85120,43.679797,-79.32724
35200586,102144,43.680952000000005,-79.325673
35200587,88218,43.681253000000005,-79.323903
35200588,61312,43.681487,-79.32141800000001
35200589,93312,43.682255,-79.319357
35200590,104704,43.682466,-79.317583
35200591,114688,43.683508,-79.316338
35200593,76885,43.684357,-79.31342
35200594,95488,43.683237,-79.31115
35200595,105728,43.684748,-79.31016
35200596,66475,43.686769,-79.307771
35200597,115968,43.685457,-79.30636
35200598,37973,43.686586,-79.302934
35200599,60288,43.688686,-79.304273
35200600,114944,43.68933,-79.306198
35200601,89856,43.690544,-79.30581
35200602,92416,43.68949,-79.309776
35200603,85760,43.689405,-79.31166800000001
35200604,90880,43.691033000000004,-79.31405600000001
35200605,101120,43.689576,-79.315508
35200606,60928,43.687967,-79.31289
35200610,117760,43.688459,-79.32100200000001
35200611,98773,43.68996,-79.321812
35200612,99712,43.690106,-79.318667
35200639,42923,43.694407,-79.28756700000001
35200640,53376,43.693304,-79.282927
35200641,43776,43.692204,-79.287908
35200642,56192,43.691496,-79.282873
35200643,71424,43.691724,-79.291023
35200644,88832,43.687007,-79.28408400000002
35200645,70229,43.687388,-79.27980500000001
35200646,94336,43.683733000000004,-79.283821
35200647,64896,43.683372,-79.280982
35200648,59904,43.681709000000005,-79.283017
35200649,105984,43.681835,-79.286103
35200650,114560,43.683312,-79.28752
35200651,101803,43.68551,-79.288246
35200652,110720,43.682381,-79.29050500000001
35200653,92416,43.684815,-79.29173399999999
35200654,144179,43.68625,-79.293679
35200655,83968,43.683637,-79.294329
35200656,22976,43.68099,-79.291789
35200657,59264,43.680839,-79.295924
35200658,152064,43.678024,-79.293368
35200659,160256,43.676990999999994,-79.296291
35200660,106752,43.676689,-79.298734
35200661,17568,43.678540999999996,-79.30086700000001
35200662,67840,43.677051,-79.301976
35200663,121515,43.675494,-79.301023
35200664,127616,43.672413,-79.299807
35200665,93440,43.671535,-79.301701
35200666,121600,43.672636,-79.304693
35200667,91904,43.671642999999996,-79.30510699999999
35200668,64128,43.670737,-79.306053
35200669,95744,43.670165000000004,-79.30698000000001
35200670,128512,43.670628,-79.30849599999999
35200671,100096,43.669756,-79.309471
35200672,83712,43.668506,-79.31087600000001
35200673,43648,43.670906,-79.311319
35200674,70400,43.668153000000004,-79.314338
35200675,68864,43.670682,-79.316952
35200676,122752,43.671963,-79.31566
35200677,121088,43.674838,-79.314266
35200678,75008,43.673415000000006,-79.31144599999999
35200679,140032,43.676763,-79.3127
35200680,89771,43.678025,-79.310642
35200681,71168,43.679936,-79.31262
35200682,114688,43.678703999999996,-79.314891
35200683,55424,43.678378,-79.317541
35200686,81920,43.676295,-79.322059
35200687,50816,43.673814,-79.320615
35200688,85504,43.673443,-79.323425
35200689,68352,43.673295,-79.325099
35200690,57984,43.673075,-79.32607900000001
35200691,50752,43.672843,-79.327062
35200692,66987,43.672623,-79.328109
35200693,73984,43.671517,-79.329655
35200694,77056,43.673096,-79.33145400000001
35200695,79104,43.670946,-79.331912
35200696,78336,43.670676,-79.334822
35200697,52352,43.668895,-79.334057
35200698,71552,43.667235,-79.333696
35200699,81920,43.667458,-79.335536
35200700,88832,43.667657,-79.336541
35200701,76800,43.66648,-79.338177
35200702,79360,43.667462,-79.33999399999999
35200703,48256,43.669723,-79.338266
35200704,28890,43.671147999999995,-79.339414
35200705,45056,43.673239,-79.34055
35200706,102144,43.671015999999995,-79.34418199999999
35200707,140800,43.672019,-79.344645
35200708,126464,43.673768,-79.34400500000001
35200709,116608,43.675263,-79.344637
35200710,103936,43.67743,-79.345569
35200711,92928,43.677115,-79.341549
35200712,72346,43.678540000000005,-79.342129
35200713,89856,43.677605,-79.338259
35200714,114944,43.676142999999996,-79.336539
35200715,106496,43.67499,-79.335482
35200716,94976,43.673947,-79.336224
35200717,62976,43.674669,-79.338532
35200718,48256,43.674405,-79.34168299999999
35200719,83200,43.676544,-79.332817
35200720,47232,43.68022,-79.336072
35200724,113408,43.685342999999996,-79.337328
35200725,80384,43.684626,-79.341309
35200726,104448,43.686043,-79.342192
35200727,100096,43.687571999999996,-79.342294
35200728,27584,43.688663,-79.344819
35200729,85760,43.68695,-79.34625
35200730,95104,43.685462,-79.345576
35200731,100864,43.683859000000005,-79.34507099999999
35200732,103680,43.684584,-79.348056
35200733,129280,43.683066,-79.350278
35200734,113920,43.684831,-79.35078100000001
35200735,99072,43.685044,-79.353181
35200736,134400,43.682588,-79.353452
35200737,92160,43.683751,-79.355216
35200738,123648,43.681584,-79.356037
35200739,61312,43.679767,-79.358126
35200740,194048,43.679029,-79.355168
35200741,29376,43.677346,-79.358563
35200744,73792,43.680063,-79.360458
35200745,59307,43.682722999999996,-79.361804
35200746,250368,43.691448,-79.368478
35200747,256512,43.684098,-79.37075899999999
35200748,155648,43.687899,-79.372731
35200749,349184,43.685534999999994,-79.375127
35200750,388096,43.683121,-79.374985
35200751,375808,43.682813,-79.380167
35200752,120320,43.678565,-79.37782299999999
35200753,230912,43.677601,-79.382364
35200754,88832,43.674883,-79.3786
35200755,91904,43.672635,-79.378327
35200756,36992,43.671648,-79.37785600000001
35200757,60864,43.670624,-79.37762
35200768,41344,43.664194,-79.374401
35200769,41408,43.66557,-79.374504
35200770,24000,43.665227,-79.373405
35200771,20885,43.664381,-79.371779
35200772,60544,43.666564,-79.371779
35200774,62080,43.667259,-79.370538
35200782,77056,43.667521,-79.376525
35200783,46176,43.668939,-79.376735
35200791,92160,43.673688,-79.371224
35200792,145749,43.670227000000004,-79.367639
35200794,108800,43.6673,-79.367491
35200795,122624,43.668013,-79.364853
35200796,117120,43.665904,-79.365321
35200797,72192,43.664556,-79.366772
35200798,52864,43.663014000000004,-79.365259
35200801,52139,43.660407,-79.364755
35200802,38400,43.661621000000004,-79.362245
35200803,34880,43.662657,-79.360127
35200805,61099,43.659785,-79.361039
35200806,82688,43.658749,-79.35682800000001
35200807,77056,43.658489,-79.35814
35200808,57280,43.657219,-79.360648
35200809,65792,43.656791999999996,-79.36270999999999
35200810,38784,43.65837,-79.363128
35200811,38496,43.657721,-79.3645
35200812,72448,43.65764,-79.366895
35200813,88576,43.657768,-79.368329
35200814,39904,43.657311,-79.36975699999999
35200815,18880,43.657139,-79.371251
35200821,77227,43.652617,-79.374048
35200822,110336,43.650692,-79.373396
35200826,67328,43.648988,-79.370594
35200827,53717,43.649313,-79.369338
35200828,39296,43.649609999999996,-79.368195
35200830,59093,43.64993,-79.36461
35200831,85333,43.648503999999996,-79.365135
35200832,40320,43.647863,-79.363579
35200833,40576,43.647292,-79.368875
35200855,110336,43.648103000000006,-79.38404200000001
35200859,36480,43.650959,-79.390511
35200860,39296,43.650304,-79.392434
35200861,53632,43.652739000000004,-79.39246700000001
35200862,62592,43.651554,-79.39431400000001
35200863,24512,43.652951,-79.395212
35200864,60544,43.651163000000004,-79.396215
35200865,50048,43.650208,-79.39760799999999
35200866,45312,43.650512,-79.398736
35200867,18150,43.650641,-79.400604
35200868,40384,43.648625,-79.39976800000001
35200869,51328,43.648713,-79.402712
35200870,77397,43.647207,-79.399178
35200876,51840,43.644279,-79.408624
35200877,86784,43.645624,-79.407942
35200878,39232,43.645353,-79.410383
35200879,78421,43.647056,-79.410149
35200880,78421,43.648303999999996,-79.412125
35200881,57600,43.649753999999994,-79.41165699999999
35200882,76800,43.649451,-79.41054100000001
35200883,74112,43.649677000000004,-79.409615
35200884,74496,43.649937,-79.408396
35200885,69376,43.650194,-79.407164
35200886,56704,43.649774,-79.40594200000001
35200887,65792,43.647326,-79.407085
35200888,80384,43.650197,-79.402529
35200889,50816,43.652515,-79.40304499999999
35200890,46080,43.653402,-79.400384
35200891,46976,43.652075,-79.399546
35200892,62912,43.655017,-79.40144599999999
35200893,42240,43.655963,-79.40100699999999
35200894,18862,43.657005,-79.40159
35200895,35029,43.656556,-79.398403
35200896,38400,43.65762,-79.396553
35200897,39296,43.655035,-79.396445
35200898,38624,43.656026000000004,-79.393812
35200899,36736,43.654364,-79.393838
35200900,93440,43.655031,-79.39015500000001
35200901,67328,43.655781,-79.390066
35200902,18176,43.657090000000004,-79.39174
35200903,51840,43.657769,-79.394184
35200905,72960,43.660243,-79.402061
35200906,69248,43.659786,-79.40378199999999
35200907,69120,43.6614,-79.40568
35200908,76032,43.658553000000005,-79.405392
35200909,66731,43.658606,-79.407133
35200910,64597,43.658034,-79.409019
35200911,78336,43.657767,-79.41022099999999
35200912,79872,43.657508,-79.411443
35200913,72832,43.65788,-79.41292299999999
35200914,78080,43.658266,-79.41473
35200915,36224,43.656853000000005,-79.41525899999999
35200916,72448,43.658964000000005,-79.418239
35200917,71424,43.65661,-79.418214
35200918,87808,43.658395,-79.419768
35200919,60800,43.656057000000004,-79.41957
35200920,93440,43.657903000000005,-79.421808
35200921,73984,43.655765,-79.422122
35200922,69632,43.657615,-79.424611
35200923,62848,43.655291,-79.425069
35200924,46080,43.655014,-79.426301
35200925,66176,43.654703000000005,-79.427737
35200926,61568,43.654384,-79.429292
35200927,59392,43.654201,-79.43073000000001
35200928,57216,43.653689,-79.432183
35200929,58240,43.653147,-79.433867
35200930,62592,43.651946,-79.43259
35200931,65792,43.650715999999996,-79.432908
35200932,50560,43.650862,-79.43096899999999
35200933,56192,43.648609,-79.430272
35200934,32672,43.648596999999995,-79.432172
35200935,66816,43.646896000000005,-79.433458
35200936,59264,43.649112,-79.434413
35200937,77995,43.647631,-79.436083
35200938,66304,43.649279,-79.436537
35200939,68352,43.648767,-79.43845300000001
35200940,52096,43.650724,-79.439891
35200941,79360,43.650739,-79.4369
35200942,63872,43.650833,-79.434991
35200943,64256,43.653026000000004,-79.435859
35200944,56320,43.655902000000005,-79.43587600000001
35200945,68949,43.655124,-79.438057
35200946,76096,43.655504,-79.438854
35200949,65280,43.654855,-79.440523
35200950,58112,43.654776,-79.44115500000001
35200951,52096,43.655974,-79.442557
35200952,66219,43.654454,-79.443218
35200953,54912,43.656137,-79.44758399999999
35200954,58240,43.658409000000006,-79.448847
35200955,43221,43.659106,-79.446572
35200956,75776,43.660471,-79.449089
35200957,58155,43.660107,-79.45109000000001
35200958,97536,43.661829,-79.452559
35200959,81664,43.662451000000004,-79.449748
35200960,88320,43.663536,-79.453967
35200961,60032,43.664826,-79.45088299999999
35200962,58752,43.665719,-79.452662
35200963,51072,43.664376000000004,-79.448736
35200965,58240,43.663987,-79.44451600000001
35200966,78592,43.663938,-79.443494
35200967,72128,43.666022999999996,-79.44503399999999
35200968,17760,43.667262,-79.446045
35200969,63616,43.667184999999996,-79.441396
35200974,75059,43.672703000000006,-79.43269599999999
35200975,69461,43.67297,-79.43086600000001
35200976,69120,43.673176,-79.428985
35200977,21888,43.675613,-79.42896
35200979,150528,43.67709,-79.427032
35200981,49792,43.673784000000005,-79.42429200000001
35200983,73472,43.67305,-79.424981
35200985,61824,43.670695,-79.423926
35200986,76373,43.669775,-79.42222199999999
35200987,71168,43.669074,-79.424459
35200988,77056,43.669058,-79.419915
35200989,65365,43.667159999999996,-79.422005
35200990,64896,43.6655,-79.42502900000001
35200991,82176,43.666834,-79.426367
35200992,74112,43.668192,-79.426929
35200993,67584,43.669015,-79.429242
35200994,52992,43.669746,-79.42756800000001
35200995,82688,43.668863,-79.43044599999999
35200996,71936,43.668562,-79.431629
35200997,78592,43.668286,-79.433549
